"","seqnames","strand","n","type","group","mb"
"52477","chr21","-",1225,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.001225
"52478","chrX","-",4654,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.004654
"52479","chr1","+",1215,"repeat_type","MER87B#LTR/ERV1",0.001215
"52480","chr1","-",2073,"repeat_type","MER87B#LTR/ERV1",0.002073
"52481","chr2","+",4431,"repeat_type","MER87B#LTR/ERV1",0.004431
"52482","chr2","-",3450,"repeat_type","MER87B#LTR/ERV1",0.00345
"52483","chr3","+",592,"repeat_type","MER87B#LTR/ERV1",0.000592
"52484","chr3","-",516,"repeat_type","MER87B#LTR/ERV1",0.000516
"52485","chr4","+",4833,"repeat_type","MER87B#LTR/ERV1",0.004833
"52486","chr4","-",10271,"repeat_type","MER87B#LTR/ERV1",0.010271
"52487","chr5","+",2011,"repeat_type","MER87B#LTR/ERV1",0.002011
"52488","chr5","-",1523,"repeat_type","MER87B#LTR/ERV1",0.001523
"52489","chr6","+",10122,"repeat_type","MER87B#LTR/ERV1",0.010122
"52490","chr6","-",995,"repeat_type","MER87B#LTR/ERV1",0.000995
"52491","chr7","+",1809,"repeat_type","MER87B#LTR/ERV1",0.001809
"52492","chr7","-",5246,"repeat_type","MER87B#LTR/ERV1",0.005246
"52493","chr8","+",3229,"repeat_type","MER87B#LTR/ERV1",0.003229
"52494","chr8","-",4055,"repeat_type","MER87B#LTR/ERV1",0.004055
"52495","chr9","+",1812,"repeat_type","MER87B#LTR/ERV1",0.001812
"52496","chr9","-",3452,"repeat_type","MER87B#LTR/ERV1",0.003452
"52497","chr10","+",3700,"repeat_type","MER87B#LTR/ERV1",0.0037
"52498","chr10","-",1429,"repeat_type","MER87B#LTR/ERV1",0.001429
"52499","chr11","+",7588,"repeat_type","MER87B#LTR/ERV1",0.007588
"52500","chr11","-",1142,"repeat_type","MER87B#LTR/ERV1",0.001142
"52501","chr12","+",2216,"repeat_type","MER87B#LTR/ERV1",0.002216
"52502","chr12","-",2662,"repeat_type","MER87B#LTR/ERV1",0.002662
"52503","chr13","+",1466,"repeat_type","MER87B#LTR/ERV1",0.001466
"52504","chr13","-",1024,"repeat_type","MER87B#LTR/ERV1",0.001024
"52505","chr14","+",1331,"repeat_type","MER87B#LTR/ERV1",0.001331
"52506","chr14","-",836,"repeat_type","MER87B#LTR/ERV1",0.000836
"52507","chr15","-",1014,"repeat_type","MER87B#LTR/ERV1",0.001014
"52508","chr16","+",1510,"repeat_type","MER87B#LTR/ERV1",0.00151
"52509","chr16","-",978,"repeat_type","MER87B#LTR/ERV1",0.000978
"52510","chr17","+",1884,"repeat_type","MER87B#LTR/ERV1",0.001884
"52511","chr17","-",514,"repeat_type","MER87B#LTR/ERV1",0.000514
"52512","chr18","+",512,"repeat_type","MER87B#LTR/ERV1",0.000512
"52513","chr18","-",519,"repeat_type","MER87B#LTR/ERV1",0.000519
"52514","chr19","+",4464,"repeat_type","MER87B#LTR/ERV1",0.004464
"52515","chr20","+",1350,"repeat_type","MER87B#LTR/ERV1",0.00135
"52516","chr20","-",1978,"repeat_type","MER87B#LTR/ERV1",0.001978
"52517","chr21","-",499,"repeat_type","MER87B#LTR/ERV1",0.000499
"52518","chr22","+",1282,"repeat_type","MER87B#LTR/ERV1",0.001282
"52519","chr22","-",496,"repeat_type","MER87B#LTR/ERV1",0.000496
"52520","chrX","+",1896,"repeat_type","MER87B#LTR/ERV1",0.001896
"52521","chrX","-",1959,"repeat_type","MER87B#LTR/ERV1",0.001959
"52522","chrY","+",502,"repeat_type","MER87B#LTR/ERV1",0.000502
"52523","chrY","-",953,"repeat_type","MER87B#LTR/ERV1",0.000953
"52524","chr1","+",3031,"repeat_type","Charlie11#DNA/hAT-Charlie",0.003031
"52525","chr2","+",5959,"repeat_type","Charlie11#DNA/hAT-Charlie",0.005959
"52526","chr2","-",4513,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004513
"52527","chr3","+",4995,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004995
"52528","chr3","-",4195,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004195
"52529","chr4","+",2204,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002204
"52530","chr4","-",2168,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002168
"52531","chr5","+",4374,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004374
"52532","chr5","-",16390,"repeat_type","Charlie11#DNA/hAT-Charlie",0.01639
"52533","chr6","+",4558,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004558
"52534","chr6","-",2197,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002197
"52535","chr7","+",7103,"repeat_type","Charlie11#DNA/hAT-Charlie",0.007103
"52536","chr7","-",4798,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004798
"52537","chr8","-",4257,"repeat_type","Charlie11#DNA/hAT-Charlie",0.004257
"52538","chr9","+",5634,"repeat_type","Charlie11#DNA/hAT-Charlie",0.005634
"52539","chr9","-",2525,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002525
"52540","chr10","+",5611,"repeat_type","Charlie11#DNA/hAT-Charlie",0.005611
"52541","chr10","-",5473,"repeat_type","Charlie11#DNA/hAT-Charlie",0.005473
"52542","chr12","-",2966,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002966
"52543","chr13","-",5773,"repeat_type","Charlie11#DNA/hAT-Charlie",0.005773
"52544","chr14","+",5309,"repeat_type","Charlie11#DNA/hAT-Charlie",0.005309
"52545","chr14","-",2125,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002125
"52546","chr16","-",6326,"repeat_type","Charlie11#DNA/hAT-Charlie",0.006326
"52547","chr18","+",2319,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002319
"52548","chr20","+",3372,"repeat_type","Charlie11#DNA/hAT-Charlie",0.003372
"52549","chr20","-",2466,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002466
"52550","chr21","+",3640,"repeat_type","Charlie11#DNA/hAT-Charlie",0.00364
"52551","chr21","-",2214,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002214
"52552","chr22","+",2172,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002172
"52553","chr22","-",2196,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002196
"52554","chrX","+",2201,"repeat_type","Charlie11#DNA/hAT-Charlie",0.002201
"52555","chr1","+",1383,"repeat_type","MER88#LTR/ERVL",0.001383
"52556","chr1","-",914,"repeat_type","MER88#LTR/ERVL",0.000914
"52557","chr2","+",2931,"repeat_type","MER88#LTR/ERVL",0.002931
"52558","chr2","-",1346,"repeat_type","MER88#LTR/ERVL",0.001346
"52559","chr3","+",2598,"repeat_type","MER88#LTR/ERVL",0.002598
"52560","chr3","-",915,"repeat_type","MER88#LTR/ERVL",0.000915
"52561","chr4","+",844,"repeat_type","MER88#LTR/ERVL",0.000844
"52562","chr4","-",1321,"repeat_type","MER88#LTR/ERVL",0.001321
"52563","chr5","+",1373,"repeat_type","MER88#LTR/ERVL",0.001373
"52564","chr5","-",3497,"repeat_type","MER88#LTR/ERVL",0.003497
"52565","chr6","+",2832,"repeat_type","MER88#LTR/ERVL",0.002832
"52566","chr6","-",1893,"repeat_type","MER88#LTR/ERVL",0.001893
"52567","chr7","+",2024,"repeat_type","MER88#LTR/ERVL",0.002024
"52568","chr7","-",2171,"repeat_type","MER88#LTR/ERVL",0.002171
"52569","chr8","+",918,"repeat_type","MER88#LTR/ERVL",0.000918
"52570","chr8","-",2179,"repeat_type","MER88#LTR/ERVL",0.002179
"52571","chr9","-",930,"repeat_type","MER88#LTR/ERVL",0.00093
"52572","chr10","+",896,"repeat_type","MER88#LTR/ERVL",0.000896
"52573","chr10","-",1139,"repeat_type","MER88#LTR/ERVL",0.001139
"52574","chr11","+",462,"repeat_type","MER88#LTR/ERVL",0.000462
"52575","chr11","-",454,"repeat_type","MER88#LTR/ERVL",0.000454
"52576","chr12","+",435,"repeat_type","MER88#LTR/ERVL",0.000435
"52577","chr12","-",651,"repeat_type","MER88#LTR/ERVL",0.000651
"52578","chr13","+",915,"repeat_type","MER88#LTR/ERVL",0.000915
"52579","chr14","+",481,"repeat_type","MER88#LTR/ERVL",0.000481
"52580","chr16","+",458,"repeat_type","MER88#LTR/ERVL",0.000458
"52581","chr16","-",1400,"repeat_type","MER88#LTR/ERVL",0.0014
"52582","chr17","+",454,"repeat_type","MER88#LTR/ERVL",0.000454
"52583","chr17","-",464,"repeat_type","MER88#LTR/ERVL",0.000464
"52584","chr18","+",457,"repeat_type","MER88#LTR/ERVL",0.000457
"52585","chr18","-",463,"repeat_type","MER88#LTR/ERVL",0.000463
"52586","chr19","+",2039,"repeat_type","MER88#LTR/ERVL",0.002039
"52587","chr19","-",867,"repeat_type","MER88#LTR/ERVL",0.000867
"52588","chr20","+",2915,"repeat_type","MER88#LTR/ERVL",0.002915
"52589","chr20","-",1501,"repeat_type","MER88#LTR/ERVL",0.001501
"52590","chr21","-",446,"repeat_type","MER88#LTR/ERVL",0.000446
"52591","chr22","+",461,"repeat_type","MER88#LTR/ERVL",0.000461
"52592","chrX","+",1387,"repeat_type","MER88#LTR/ERVL",0.001387
"52593","chrX","-",543,"repeat_type","MER88#LTR/ERVL",0.000543
"52594","chrY","+",450,"repeat_type","MER88#LTR/ERVL",0.00045
"52595","chr1","+",551,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000551
"52596","chr1","-",2133,"repeat_type","LTR108e_Mam#LTR/ERVL",0.002133
"52597","chr2","+",3267,"repeat_type","LTR108e_Mam#LTR/ERVL",0.003267
"52598","chr2","-",4301,"repeat_type","LTR108e_Mam#LTR/ERVL",0.004301
"52599","chr3","+",2699,"repeat_type","LTR108e_Mam#LTR/ERVL",0.002699
"52600","chr3","-",549,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000549
"52601","chr4","+",3450,"repeat_type","LTR108e_Mam#LTR/ERVL",0.00345
"52602","chr4","-",6814,"repeat_type","LTR108e_Mam#LTR/ERVL",0.006814
"52603","chr5","+",4212,"repeat_type","LTR108e_Mam#LTR/ERVL",0.004212
"52604","chr5","-",1743,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001743
"52605","chr6","+",3059,"repeat_type","LTR108e_Mam#LTR/ERVL",0.003059
"52606","chr6","-",2246,"repeat_type","LTR108e_Mam#LTR/ERVL",0.002246
"52607","chr7","+",2776,"repeat_type","LTR108e_Mam#LTR/ERVL",0.002776
"52608","chr7","-",1611,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001611
"52609","chr8","+",10258,"repeat_type","LTR108e_Mam#LTR/ERVL",0.010258
"52610","chr8","-",1650,"repeat_type","LTR108e_Mam#LTR/ERVL",0.00165
"52611","chr9","+",1095,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001095
"52612","chr9","-",541,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000541
"52613","chr10","+",545,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000545
"52614","chr10","-",831,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000831
"52615","chr11","+",2733,"repeat_type","LTR108e_Mam#LTR/ERVL",0.002733
"52616","chr11","-",1765,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001765
"52617","chr12","+",1640,"repeat_type","LTR108e_Mam#LTR/ERVL",0.00164
"52618","chr12","-",1614,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001614
"52619","chr13","+",3246,"repeat_type","LTR108e_Mam#LTR/ERVL",0.003246
"52620","chr13","-",2167,"repeat_type","LTR108e_Mam#LTR/ERVL",0.002167
"52621","chr14","+",513,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000513
"52622","chr14","-",3494,"repeat_type","LTR108e_Mam#LTR/ERVL",0.003494
"52623","chr15","+",1406,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001406
"52624","chr16","-",701,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000701
"52625","chr17","-",1093,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001093
"52626","chr18","+",3243,"repeat_type","LTR108e_Mam#LTR/ERVL",0.003243
"52627","chr18","-",1441,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001441
"52628","chr19","+",848,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000848
"52629","chr20","+",905,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000905
"52630","chr20","-",1071,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001071
"52631","chr21","+",1629,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001629
"52632","chr21","-",535,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000535
"52633","chr22","+",547,"repeat_type","LTR108e_Mam#LTR/ERVL",0.000547
"52634","chrX","+",1608,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001608
"52635","chrX","-",1551,"repeat_type","LTR108e_Mam#LTR/ERVL",0.001551
"52636","chr1","+",880,"repeat_type","MER92C#LTR/ERV1",0.00088
"52637","chr1","-",10119,"repeat_type","MER92C#LTR/ERV1",0.010119
"52638","chr2","+",3567,"repeat_type","MER92C#LTR/ERV1",0.003567
"52639","chr2","-",3501,"repeat_type","MER92C#LTR/ERV1",0.003501
"52640","chr3","+",1776,"repeat_type","MER92C#LTR/ERV1",0.001776
"52641","chr3","-",895,"repeat_type","MER92C#LTR/ERV1",0.000895
"52642","chr4","+",2576,"repeat_type","MER92C#LTR/ERV1",0.002576
"52643","chr5","-",2765,"repeat_type","MER92C#LTR/ERV1",0.002765
"52644","chr6","-",1092,"repeat_type","MER92C#LTR/ERV1",0.001092
"52645","chr7","+",564,"repeat_type","MER92C#LTR/ERV1",0.000564
"52646","chr7","-",2292,"repeat_type","MER92C#LTR/ERV1",0.002292
"52647","chr8","+",13153,"repeat_type","MER92C#LTR/ERV1",0.013153
"52648","chr9","+",11354,"repeat_type","MER92C#LTR/ERV1",0.011354
"52649","chr9","-",2191,"repeat_type","MER92C#LTR/ERV1",0.002191
"52650","chr10","+",574,"repeat_type","MER92C#LTR/ERV1",0.000574
"52651","chr10","-",555,"repeat_type","MER92C#LTR/ERV1",0.000555
"52652","chr11","+",1617,"repeat_type","MER92C#LTR/ERV1",0.001617
"52653","chr11","-",1429,"repeat_type","MER92C#LTR/ERV1",0.001429
"52654","chr12","+",2656,"repeat_type","MER92C#LTR/ERV1",0.002656
"52655","chr12","-",3639,"repeat_type","MER92C#LTR/ERV1",0.003639
"52656","chr13","+",2246,"repeat_type","MER92C#LTR/ERV1",0.002246
"52657","chr13","-",1143,"repeat_type","MER92C#LTR/ERV1",0.001143
"52658","chr14","+",585,"repeat_type","MER92C#LTR/ERV1",0.000585
"52659","chr15","+",2086,"repeat_type","MER92C#LTR/ERV1",0.002086
"52660","chr15","-",591,"repeat_type","MER92C#LTR/ERV1",0.000591
"52661","chr17","-",1052,"repeat_type","MER92C#LTR/ERV1",0.001052
"52662","chr18","+",3337,"repeat_type","MER92C#LTR/ERV1",0.003337
"52663","chr18","-",466,"repeat_type","MER92C#LTR/ERV1",0.000466
"52664","chr19","+",1159,"repeat_type","MER92C#LTR/ERV1",0.001159
"52665","chr20","+",579,"repeat_type","MER92C#LTR/ERV1",0.000579
"52666","chr20","-",869,"repeat_type","MER92C#LTR/ERV1",0.000869
"52667","chr21","-",1389,"repeat_type","MER92C#LTR/ERV1",0.001389
"52668","chr22","+",524,"repeat_type","MER92C#LTR/ERV1",0.000524
"52669","chr22","-",550,"repeat_type","MER92C#LTR/ERV1",0.00055
"52670","chrX","+",2199,"repeat_type","MER92C#LTR/ERV1",0.002199
"52671","chrX","-",3158,"repeat_type","MER92C#LTR/ERV1",0.003158
"52672","chr1","+",18575,"repeat_type","LTR10B1#LTR/ERV1",0.018575
"52673","chr1","-",14868,"repeat_type","LTR10B1#LTR/ERV1",0.014868
"52674","chr2","+",18973,"repeat_type","LTR10B1#LTR/ERV1",0.018973
"52675","chr2","-",10680,"repeat_type","LTR10B1#LTR/ERV1",0.01068
"52676","chr3","+",10887,"repeat_type","LTR10B1#LTR/ERV1",0.010887
"52677","chr3","-",9544,"repeat_type","LTR10B1#LTR/ERV1",0.009544
"52678","chr4","+",543,"repeat_type","LTR10B1#LTR/ERV1",0.000543
"52679","chr4","-",546,"repeat_type","LTR10B1#LTR/ERV1",0.000546
"52680","chr5","+",2157,"repeat_type","LTR10B1#LTR/ERV1",0.002157
"52681","chr5","-",2183,"repeat_type","LTR10B1#LTR/ERV1",0.002183
"52682","chr6","+",11517,"repeat_type","LTR10B1#LTR/ERV1",0.011517
"52683","chr6","-",2678,"repeat_type","LTR10B1#LTR/ERV1",0.002678
"52684","chr7","+",1095,"repeat_type","LTR10B1#LTR/ERV1",0.001095
"52685","chr7","-",3066,"repeat_type","LTR10B1#LTR/ERV1",0.003066
"52686","chr8","+",4900,"repeat_type","LTR10B1#LTR/ERV1",0.0049
"52687","chr8","-",14223,"repeat_type","LTR10B1#LTR/ERV1",0.014223
"52688","chr9","+",2733,"repeat_type","LTR10B1#LTR/ERV1",0.002733
"52689","chr9","-",1100,"repeat_type","LTR10B1#LTR/ERV1",0.0011
"52690","chr10","+",2634,"repeat_type","LTR10B1#LTR/ERV1",0.002634
"52691","chr10","-",2022,"repeat_type","LTR10B1#LTR/ERV1",0.002022
"52692","chr11","+",1647,"repeat_type","LTR10B1#LTR/ERV1",0.001647
"52693","chr11","-",8606,"repeat_type","LTR10B1#LTR/ERV1",0.008606
"52694","chr12","+",539,"repeat_type","LTR10B1#LTR/ERV1",0.000539
"52695","chr12","-",9309,"repeat_type","LTR10B1#LTR/ERV1",0.009309
"52696","chr13","+",1102,"repeat_type","LTR10B1#LTR/ERV1",0.001102
"52697","chr13","-",1071,"repeat_type","LTR10B1#LTR/ERV1",0.001071
"52698","chr14","+",1094,"repeat_type","LTR10B1#LTR/ERV1",0.001094
"52699","chr14","-",11305,"repeat_type","LTR10B1#LTR/ERV1",0.011305
"52700","chr15","+",550,"repeat_type","LTR10B1#LTR/ERV1",0.00055
"52701","chr15","-",3000,"repeat_type","LTR10B1#LTR/ERV1",0.003
"52702","chr16","+",983,"repeat_type","LTR10B1#LTR/ERV1",0.000983
"52703","chr16","-",576,"repeat_type","LTR10B1#LTR/ERV1",0.000576
"52704","chr17","+",544,"repeat_type","LTR10B1#LTR/ERV1",0.000544
"52705","chr17","-",907,"repeat_type","LTR10B1#LTR/ERV1",0.000907
"52706","chr18","+",5761,"repeat_type","LTR10B1#LTR/ERV1",0.005761
"52707","chr18","-",14365,"repeat_type","LTR10B1#LTR/ERV1",0.014365
"52708","chr19","+",1448,"repeat_type","LTR10B1#LTR/ERV1",0.001448
"52709","chr19","-",3235,"repeat_type","LTR10B1#LTR/ERV1",0.003235
"52710","chr20","+",8597,"repeat_type","LTR10B1#LTR/ERV1",0.008597
"52711","chr20","-",6409,"repeat_type","LTR10B1#LTR/ERV1",0.006409
"52712","chr21","+",550,"repeat_type","LTR10B1#LTR/ERV1",0.00055
"52713","chr21","-",546,"repeat_type","LTR10B1#LTR/ERV1",0.000546
"52714","chr22","+",7292,"repeat_type","LTR10B1#LTR/ERV1",0.007292
"52715","chr22","-",1094,"repeat_type","LTR10B1#LTR/ERV1",0.001094
"52716","chrX","+",488,"repeat_type","LTR10B1#LTR/ERV1",0.000488
"52717","chrX","-",505,"repeat_type","LTR10B1#LTR/ERV1",0.000505
"52718","chrY","+",7874,"repeat_type","LTR10B1#LTR/ERV1",0.007874
"52719","chr1","+",1493,"repeat_type","MER50C#LTR/ERV1",0.001493
"52720","chr2","+",2727,"repeat_type","MER50C#LTR/ERV1",0.002727
"52721","chr2","-",2344,"repeat_type","MER50C#LTR/ERV1",0.002344
"52722","chr3","+",1849,"repeat_type","MER50C#LTR/ERV1",0.001849
"52723","chr3","-",774,"repeat_type","MER50C#LTR/ERV1",0.000774
"52724","chr4","+",722,"repeat_type","MER50C#LTR/ERV1",0.000722
"52725","chr4","-",1536,"repeat_type","MER50C#LTR/ERV1",0.001536
"52726","chr5","+",15920,"repeat_type","MER50C#LTR/ERV1",0.01592
"52727","chr5","-",1483,"repeat_type","MER50C#LTR/ERV1",0.001483
"52728","chr6","+",5191,"repeat_type","MER50C#LTR/ERV1",0.005191
"52729","chr6","-",763,"repeat_type","MER50C#LTR/ERV1",0.000763
"52730","chr7","+",1345,"repeat_type","MER50C#LTR/ERV1",0.001345
"52731","chr8","+",2571,"repeat_type","MER50C#LTR/ERV1",0.002571
"52732","chr8","-",1414,"repeat_type","MER50C#LTR/ERV1",0.001414
"52733","chr9","-",1435,"repeat_type","MER50C#LTR/ERV1",0.001435
"52734","chr10","+",675,"repeat_type","MER50C#LTR/ERV1",0.000675
"52735","chr10","-",782,"repeat_type","MER50C#LTR/ERV1",0.000782
"52736","chr11","+",779,"repeat_type","MER50C#LTR/ERV1",0.000779
"52737","chr11","-",1578,"repeat_type","MER50C#LTR/ERV1",0.001578
"52738","chr12","+",787,"repeat_type","MER50C#LTR/ERV1",0.000787
"52739","chr12","-",8345,"repeat_type","MER50C#LTR/ERV1",0.008345
"52740","chr13","-",1449,"repeat_type","MER50C#LTR/ERV1",0.001449
"52741","chr14","+",696,"repeat_type","MER50C#LTR/ERV1",0.000696
"52742","chr16","+",675,"repeat_type","MER50C#LTR/ERV1",0.000675
"52743","chr16","-",1016,"repeat_type","MER50C#LTR/ERV1",0.001016
"52744","chr17","+",1379,"repeat_type","MER50C#LTR/ERV1",0.001379
"52745","chr17","-",2257,"repeat_type","MER50C#LTR/ERV1",0.002257
"52746","chr19","-",1579,"repeat_type","MER50C#LTR/ERV1",0.001579
"52747","chr20","-",1387,"repeat_type","MER50C#LTR/ERV1",0.001387
"52748","chrX","+",12374,"repeat_type","MER50C#LTR/ERV1",0.012374
"52749","chrX","-",9322,"repeat_type","MER50C#LTR/ERV1",0.009322
"52750","chrY","+",8794,"repeat_type","MER50C#LTR/ERV1",0.008794
"52751","chr1","+",2176,"repeat_type","LTR3#LTR/ERVK",0.002176
"52752","chr2","+",654,"repeat_type","LTR3#LTR/ERVK",0.000654
"52753","chr2","-",433,"repeat_type","LTR3#LTR/ERVK",0.000433
"52754","chr3","-",2590,"repeat_type","LTR3#LTR/ERVK",0.00259
"52755","chr4","+",429,"repeat_type","LTR3#LTR/ERVK",0.000429
"52756","chr4","-",7933,"repeat_type","LTR3#LTR/ERVK",0.007933
"52757","chr5","+",860,"repeat_type","LTR3#LTR/ERVK",0.00086
"52758","chr6","+",432,"repeat_type","LTR3#LTR/ERVK",0.000432
"52759","chr6","-",455,"repeat_type","LTR3#LTR/ERVK",0.000455
"52760","chr8","-",431,"repeat_type","LTR3#LTR/ERVK",0.000431
"52761","chr9","+",860,"repeat_type","LTR3#LTR/ERVK",0.00086
"52762","chr10","+",6345,"repeat_type","LTR3#LTR/ERVK",0.006345
"52763","chr10","-",432,"repeat_type","LTR3#LTR/ERVK",0.000432
"52764","chr11","+",8455,"repeat_type","LTR3#LTR/ERVK",0.008455
"52765","chr11","-",1181,"repeat_type","LTR3#LTR/ERVK",0.001181
"52766","chr12","+",853,"repeat_type","LTR3#LTR/ERVK",0.000853
"52767","chr12","-",15659,"repeat_type","LTR3#LTR/ERVK",0.015659
"52768","chr13","+",439,"repeat_type","LTR3#LTR/ERVK",0.000439
"52769","chr14","+",424,"repeat_type","LTR3#LTR/ERVK",0.000424
"52770","chr14","-",1289,"repeat_type","LTR3#LTR/ERVK",0.001289
"52771","chr15","+",434,"repeat_type","LTR3#LTR/ERVK",0.000434
"52772","chr16","+",416,"repeat_type","LTR3#LTR/ERVK",0.000416
"52773","chr16","-",857,"repeat_type","LTR3#LTR/ERVK",0.000857
"52774","chr17","-",417,"repeat_type","LTR3#LTR/ERVK",0.000417
"52775","chr18","+",431,"repeat_type","LTR3#LTR/ERVK",0.000431
"52776","chr19","+",26390,"repeat_type","LTR3#LTR/ERVK",0.02639
"52777","chr19","-",24386,"repeat_type","LTR3#LTR/ERVK",0.024386
"52778","chr20","-",426,"repeat_type","LTR3#LTR/ERVK",0.000426
"52779","chrX","+",393,"repeat_type","LTR3#LTR/ERVK",0.000393
"52780","chrX","-",413,"repeat_type","LTR3#LTR/ERVK",0.000413
"52781","chrY","-",415,"repeat_type","LTR3#LTR/ERVK",0.000415
"52782","chr1","+",16332,"repeat_type","HERVK3-int#LTR/ERVK",0.016332
"52783","chr1","-",2083,"repeat_type","HERVK3-int#LTR/ERVK",0.002083
"52784","chr2","-",2964,"repeat_type","HERVK3-int#LTR/ERVK",0.002964
"52785","chr3","+",8273,"repeat_type","HERVK3-int#LTR/ERVK",0.008273
"52786","chr3","-",6281,"repeat_type","HERVK3-int#LTR/ERVK",0.006281
"52787","chr4","-",14985,"repeat_type","HERVK3-int#LTR/ERVK",0.014985
"52788","chr5","+",40786,"repeat_type","HERVK3-int#LTR/ERVK",0.040786
"52789","chr5","-",50721,"repeat_type","HERVK3-int#LTR/ERVK",0.050721
"52790","chr6","-",15248,"repeat_type","HERVK3-int#LTR/ERVK",0.015248
"52791","chr7","+",7249,"repeat_type","HERVK3-int#LTR/ERVK",0.007249
"52792","chr7","-",7226,"repeat_type","HERVK3-int#LTR/ERVK",0.007226
"52793","chr8","+",10253,"repeat_type","HERVK3-int#LTR/ERVK",0.010253
"52794","chr9","-",7248,"repeat_type","HERVK3-int#LTR/ERVK",0.007248
"52795","chr10","+",14276,"repeat_type","HERVK3-int#LTR/ERVK",0.014276
"52796","chr11","+",44192,"repeat_type","HERVK3-int#LTR/ERVK",0.044192
"52797","chr12","+",22094,"repeat_type","HERVK3-int#LTR/ERVK",0.022094
"52798","chr12","-",6587,"repeat_type","HERVK3-int#LTR/ERVK",0.006587
"52799","chr13","+",7204,"repeat_type","HERVK3-int#LTR/ERVK",0.007204
"52800","chr17","-",6823,"repeat_type","HERVK3-int#LTR/ERVK",0.006823
